Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
531266,COMMUNITY COORDINATOR,HRA/DEPT OF SOCIAL SERVICES,External,Social Services,54100.0,83981.0
526398,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Policy, Research & Analysis",64140.0,70554.0
531014,COMMUNITY COORDINATOR,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,54100.0,62215.0
533187,STAFF ANALYST,DEPARTMENT OF CORRECTION,External,Administration & Human Resources,53797.0,61866.0
538958,AGENCY ATTORNEY,HRA/DEPT OF SOCIAL SERVICES,External,Legal Affairs,79620.0,117541.0
540477,ASSISTANT DISTRICT ATTORNEY (S,BRONX DISTRICT ATTORNEY,External,"Legal Affairs Public Safety, Inspections, & Enforcement",80440.0,167610.0
545821,COMMUNITY ASSISTANT,DEPT OF DESIGN & CONSTRUCTION,External,Building Operations & Maintenance,32520.0,37398.0
539468,JR PHNURSE (SCH HLTH)>20 HR PT,DEPT OF HEALTH/MENTAL HYGIENE,External,Constituent Services & Community Programs Health,41.69,41.69
552446,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,73579.0,153666.0
546721,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF FINANCE,Internal,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",94715.0,99257.0
547900,ASSISTANT DISTRICT ATTORNEY (S,BRONX DISTRICT ATTORNEY,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",190000.0,190000.0
531260,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Engineering, Architecture, & Planning",83399.0,103307.0
470731,ADMINISTRATIVE ACCOUNTANT,NYC HOUSING AUTHORITY,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",58700.0,161534.0
533507,ADMINISTRATIVE CITY PLANNER,DEPARTMENT OF CITY PLANNING,External,"Administration & Human Resources Engineering, Architecture, & Planning",120000.0,150000.0
455033,IT AUTOMATION AND MONITORING E,DEPARTMENT OF TRANSPORTATION,External,"Technology, Data & Innovation",75000.0,140000.0
536798,ASSOCIATE JOB OPPORTUNITY SPEC,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,67000.0,98484.0
540878,COMMUNITY ASSOCIATE,BRONX DISTRICT ATTORNEY,Internal,"Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement",44083.0,63794.0
545730,CONSTRUCTION PROJECT MANAGER,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning Health Building Operations & Maintenance",85000.0,98128.0
552144,CARETAKER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,31836.0,46278.0
533328,INSTRUMENTATION SPECIALIST,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",74773.0,76650.0
535647,ASSOCIATE HOUSING DEVELOPMENT,DEPT. OF HOMELESS SERVICES,External,Constituent Services & Community Programs Social Services,74650.0,109409.0
532989,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,Internal,"Technology, Data & Innovation Policy, Research & Analysis Social Services",90000.0,105000.0
531816,ECONOMIST,TAXI & LIMOUSINE COMMISSION,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",56013.0,84862.0
531664,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",100000.0,115000.0
527780,CARETAKER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,31836.0,46278.0
401486,ADMINISTRATIVE BUSINESS PROMOT,CIVILIAN COMPLAINT REVIEW BD,Internal,Constituent Services & Community Programs,56990.0,156829.0
542228,PROCUREMENT ANALYST,DEPT OF ENVIRONMENT PROTECTION,External,"Finance, Accounting, & Procurement",60010.0,100875.0
537269,PROJECT MANAGER (DBS),DEPARTMENT OF BUSINESS SERV.,External,Constituent Services & Community Programs,58700.0,161534.0
539092,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",74650.0,109409.0
538106,INVESTIGATOR (DISCIPLINE) (DOC,DEPARTMENT OF CORRECTION,Internal,"Public Safety, Inspections, & Enforcement",58167.0,58167.0
551380,ASSOCIATE RETIREMENT BENEFITS,TEACHERS RETIREMENT SYSTEM,Internal,"Administration & Human Resources Policy, Research & Analysis",47416.0,60000.0
543275,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",75000.0,140000.0
529856,ASSOCIATE PROJECT MANAGER,DEPARTMENT FOR THE AGING,External,"Engineering, Architecture, & Planning Social Services",74650.0,85847.0
549542,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,Internal,Constituent Services & Community Programs,32850.0,40017.0
551388,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning Building Operations & Maintenance",74650.0,109409.0
435593,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,External,Communications & Intergovernmental Affairs,54100.0,62215.0
536421,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,58695.0,67499.0
499165,CRIMINALIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,70349.0,70349.0
546060,COMMUNITY COORDINATOR,CONSUMER AND WORKER PROTECTION,Internal,Communications & Intergovernmental Affairs,54100.0,62215.0
551951,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,External,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
548939,ASSISTANT PLAN EXAMINER (BLDGS,DEPARTMENT OF BUILDINGS,External,"Engineering, Architecture, & Planning",59661.0,68610.0
511310,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",75000.0,135000.0
551220,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT. OF HOMELESS SERVICES,Internal,Administration & Human Resources Social Services,53057.0,61015.0
545228,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Social Services,58695.0,67499.0
550471,ADMINISTRATIVE STAFF ANALYST (,ADMIN FOR CHILDREN'S SVCS,Internal,"Finance, Accounting, & Procurement Social Services",130000.0,150000.0
552343,CITY PLANNER,DEPT OF PARKS & RECREATION,External,"Engineering, Architecture, & Planning",70000.0,77000.0
545771,ASSISTANT COMMISSIONER (DBS),DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,88936.0,223761.0
529027,ASSISTANT COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,Internal,Health,150000.0,165000.0
543128,CERT IT DEVELOPER (APP),DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",85371.0,119883.0
540813,EXECUTIVE AGENCY COUNSEL,FIRE DEPARTMENT,External,Legal Affairs,58700.0,161534.0
552116,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,"Engineering, Architecture, & Planning",54100.0,65000.0
503580,PUBLIC HEALTH EPIDEMIOLOGIST,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,55473.0,68898.0
535863,ARCHITECT,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",90114.0,103631.0
537587,MEDIA SERVICES TECHNICIAN,POLICE DEPARTMENT,External,"Technology, Data & Innovation",42798.0,55908.0
531239,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,External,"Technology, Data & Innovation",80000.0,100000.0
545827,COMPUTER SYSTEMS MANAGER,HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation Social Services",77688.0,152000.0
540307,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",64922.0,123436.0
547235,ASSISTANT DISTRICT ATTORNEY (S,BRONX DISTRICT ATTORNEY,External,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",190000.0,190000.0
542900,FRAUD INVESTIGATOR,DEPT. OF HOMELESS SERVICES,External,"Public Safety, Inspections, & Enforcement Social Services",51079.0,80478.0
542006,MEDIA SERVICES TECHNICIAN,BRONX DISTRICT ATTORNEY,External,"Legal Affairs Public Safety, Inspections, & Enforcement",58300.0,58300.0
532397,ASSOCIATE LABORATORY MICROBIOL,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,83815.0,89816.0
532083,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,External,Legal Affairs,63228.0,96526.0
547835,STAFF ANALYST,TAXI & LIMOUSINE COMMISSION,Internal,Legal Affairs,62470.0,80008.0
531925,SENIOR FIELD SUPERVISOR (SUMME,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs Social Services,15.45,17.65
552807,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",108000.0,113000.0
489392,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,Internal,Legal Affairs,95000.0,95000.0
550285,COMMUNITY COORDINATOR,DEPT OF DESIGN & CONSTRUCTION,External,Communications & Intergovernmental Affairs,54100.0,62215.0
531861,ASSOCIATE STAFF ANALYST,ADMIN FOR CHILDREN'S SVCS,External,"Finance, Accounting, & Procurement",70611.0,81203.0
457673,CITY SEASONAL AIDE,NYC HOUSING AUTHORITY,External,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Public Safety, Inspections, & Enforcement",15.45,19.33
535868,ASSISTANT ARCHITECT,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",57078.0,82500.0
281906,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Administration & Human Resources,33875.0,54879.0
529064,RECREATION DIRECTOR,DEPARTMENT OF CORRECTION,Internal,Social Services,41660.0,47909.0
530524,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,External,Legal Affairs,95000.0,110000.0
549882,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,"Engineering, Architecture, & Planning",60000.0,70000.0
543709,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,115000.0
530606,COMMUNITY COORDINATOR,DEPT. OF HOMELESS SERVICES,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
457764,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",74650.0,109409.0
524526,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,External,Constituent Services & Community Programs Social Services,53057.0,61015.0
539196,ADMINISTRATIVE CONSTRUCTION PR,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",80931.0,208826.0
546033,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",75000.0,120000.0
547427,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF BUILDINGS,External,"Engineering, Architecture, & Planning",15.5,19.9
551530,COMMUNITY ASSOCIATE,DISTRICT ATTORNEY KINGS COUNTY,Internal,"Technology, Data & Innovation",44083.0,44083.0
548999,PROJECT MANAGER (DBS),DEPARTMENT OF BUSINESS SERV.,External,Constituent Services & Community Programs,58700.0,161534.0
541406,ASSISTANT CIVIL ENGINEER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",57078.0,85646.0
543855,IT SERVICE MANAGEMENT SPECIALI,DISTRICT ATTORNEY KINGS COUNTY,External,"Technology, Data & Innovation",110000.0,110000.0
550498,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
540905,COMMUNITY COORDINATOR,BRONX DISTRICT ATTORNEY,Internal,"Administration & Human Resources Legal Affairs Public Safety, Inspections, & Enforcement",60000.0,60000.0
548227,ANALYST CFB AL 2&3 ONLY,CAMPAIGN FINANCE BOARD,External,"Policy, Research & Analysis",60000.0,80000.0
541240,STOCK WORKER,DEPT OF DESIGN & CONSTRUCTION,External,Building Operations & Maintenance,36900.0,45033.0
541010,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",53702.0,115000.0
545829,DIRECTOR OF FIELD OPERATIONS (,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,64922.0,106000.0
538116,ADM MANAGER-NON-MGRL FRM M1/M2,FIRE DEPARTMENT,Internal,"Public Safety, Inspections, & Enforcement",60718.0,90773.0
532846,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF CITYWIDE ADMIN SVCS,Internal,"Administration & Human Resources Finance, Accounting, & Procurement",15.5,19.9
533740,ADMINISTRATIVE DIRECTOR OF RES,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,58700.0,84000.0
551050,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
544767,PROCUREMENT ANALYST,DEPT OF ENVIRONMENT PROTECTION,External,"Public Safety, Inspections, & Enforcement",41395.0,70212.0
537821,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",100000.0,110000.0
528138,COMMUNITY ASSOCIATE,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,38333.0,44083.0
529246,ASSOCIATE STAFF ANALYST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Policy, Research & Analysis Social Services",70611.0,86887.0
548236,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,Legal Affairs,71423.0,82137.0
524526,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,Internal,Constituent Services & Community Programs Social Services,53057.0,61015.0
534083,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,Internal,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis",60000.0,70000.0
534383,ADMINISTRATIVE CITY PLANNER,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",120000.0,150000.0
529469,COMMUNITY ASSOCIATE,TECHNOLOGY & INNOVATION,External,Constituent Services & Community Programs Communications & Intergovernmental Affairs,38333.0,50000.0
543350,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF CITY PLANNING,Internal,Legal Affairs,58695.0,89699.0
552780,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Legal Affairs,38333.0,44083.0
471785,ECONOMIST,NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis",56013.0,84862.0
484513,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,36390.0,41848.0
540903,COMMUNITY ASSOCIATE,BRONX DISTRICT ATTORNEY,Internal,"Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement",50000.0,50000.0
535862,ARCHITECT,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",90114.0,103631.0
539335,AGENCY ATTORNEY,OFFICE OF THE COMPTROLLER,Internal,Legal Affairs,69000.0,79000.0
542178,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF SANITATION,Internal,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",15.5,19.9
518950,SECRETARY TO MEMBER (HA),NYC HOUSING AUTHORITY,External,Administration & Human Resources,52501.0,71564.0
548451,STATIONARY ENGINEER,DEPARTMENT OF SANITATION,Internal,Building Operations & Maintenance,508.8,508.8
538838,COMMUNITY COORDINATOR,DEPARTMENT FOR THE AGING,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
471188,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Constituent Services & Community Programs Health Policy, Research & Analysis",46.2332,57.42
551985,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,73806.0
528543,CITY RESEARCH SCIENTIST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Policy, Research & Analysis Social Services",75504.0,94761.0
504531,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,Internal,Legal Affairs,79620.0,91563.0
511471,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,External,Administration & Human Resources Social Services,53057.0,61015.0
532369,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Policy, Research & Analysis",94283.0,108426.0
541318,STAFF ANALYST TRAINEE,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,42150.0,58163.0
547677,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,Internal,Legal Affairs,54100.0,83981.0
529475,CITY RESEARCH SCIENTIST,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Policy, Research & Analysis",84468.0,97138.0
550511,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,75000.0,75000.0
552164,ADM MANAGER-NON-MGRL FRM M1/M2,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Engineering, Architecture, & Planning Building Operations & Maintenance",150000.0,160000.0
545396,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,Internal,"Policy, Research & Analysis",53124.0,61093.0
549969,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,External,Constituent Services & Community Programs,100000.0,110000.0
550054,SUPERVISOR OF HOUSING CARETAKE,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,39062.0,65449.0
535137,MAINTENANCE WORKER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,29.98,31.16
550200,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,Internal,"Finance, Accounting, & Procurement",71423.0,107032.0
523073,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Legal Affairs",98388.0,98388.0
545210,ASSOCIATE STAFF ANALYST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Administration & Human Resources Finance, Accounting, & Procurement Social Services",70611.0,81203.0
532488,EMERGENCY PREPAREDNESS MANAGER,OFFICE OF EMERGENCY MANAGEMENT,Internal,Administration & Human Resources,140000.0,170000.0
524938,CLERICAL ASSOCIATE,ADMIN TRIALS AND HEARINGS,External,Constituent Services & Community Programs,19.9179,22.91
551603,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
546219,ADM PROC ANAL-NM FRM M1-3,HRA/DEPT OF SOCIAL SERVICES,Internal,"Finance, Accounting, & Procurement",65232.0,151810.0
550064,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,54100.0,62215.0
529215,ASSOCIATE STAFF ANALYST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Administration & Human Resources Policy, Research & Analysis Social Services",70611.0,86887.0
545638,CLERICAL ASSOCIATE,FIRE DEPARTMENT,Internal,Health,40017.0,62820.0
534638,INVESTMENT ANALYST,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",65000.0,80000.0
547684,ASSOCIATE STAFF ANALYST,TAXI & LIMOUSINE COMMISSION,External,"Technology, Data & Innovation",70611.0,105138.0
527756,ADMINISTRATIVE HOUSING SUPERIN,NYC HOUSING AUTHORITY,External,Administration & Human Resources Building Operations & Maintenance,58700.0,161534.0
552745,ADMINISTRATIVE MANAGER,HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",145000.0,145000.0
530947,AGENCY ATTORNEY,TAXI & LIMOUSINE COMMISSION,External,Legal Affairs,71423.0,105000.0
465164,LEGAL COORDINATOR,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Legal Affairs Social Services,47418.0,54531.0
530252,ADMINISTRATIIVE TAXI & LIMOUSI,TAXI & LIMOUSINE COMMISSION,Internal,"Public Safety, Inspections, & Enforcement",64922.0,118450.0
551961,ADM CONSTRUCTION PRJ MGR-NM,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",53702.0,115000.0
551036,PARALEGAL AIDE,LAW DEPARTMENT,External,Legal Affairs,43197.0,49677.0
542254,COMMUNITY ASSOCIATE,BRONX DISTRICT ATTORNEY,External,"Administration & Human Resources Legal Affairs Public Safety, Inspections, & Enforcement",46000.0,46000.0
545579,AGENCY ATTORNEY,ADMIN TRIALS AND HEARINGS,External,Legal Affairs,79620.0,91563.0
546479,ASSISTANT ENVIRONMENTAL ENGINE,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",57078.0,85646.0
528283,COMMUNITY ASSISTANT,DEPT. OF HOMELESS SERVICES,Internal,Constituent Services & Community Programs Social Services,15.5747,15.5747
533493,MECHANICAL ENGINEER,FIRE DEPARTMENT,External,"Engineering, Architecture, & Planning",80557.0,111917.0
551592,AGENCY ATTORNEY,HOUSING PRESERVATION & DVLPMNT,Internal,Legal Affairs,82137.0,82137.0
366783,COMPUTER SERVICE TECHNICIAN (C,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Technology, Data & Innovation",39797.0,45766.0
533732,ADMINISTRATIVE DIRECTOR OF RES,ADMIN FOR CHILDREN'S SVCS,External,Social Services,58700.0,84000.0
548723,LANDSCAPE ARCHITECT,DEPT OF PARKS & RECREATION,External,"Engineering, Architecture, & Planning",90114.0,103631.0
525832,SUPERVISOR OF MOTOR TRANSPORT,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,52647.0,65000.0
546738,COMPUTER SPECIALIST (SOFTWARE),HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation Social Services",85371.0,98177.0
533310,ASSOCIATE JOB OPPORTUNITY SPEC,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Social Services,67000.0,77050.0
527280,ADM MANAGER-NON-MGRL FRM M1/M2,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,66322.0,98830.0
522539,SUPERVISOR OF STOCK WORKERS,DEPARTMENT OF TRANSPORTATION,Internal,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",56318.0,86888.0
548579,CONTRACT REVIEWER (OFFICE OF L,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,50295.0,77666.0
523076,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
548704,ASSOCIATE STAFF ANALYST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation Social Services",70611.0,81203.0
540471,CLAIM SPECIALIST,LAW DEPARTMENT,External,Legal Affairs,41483.0,47705.0
552413,ADMINISTRATIVE MANAGEMENT AUDI,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",105000.0,115000.0
546688,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",36812.0,84395.0
535192,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",110000.0,115000.0
542178,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF SANITATION,External,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",15.5,19.9
539719,PLUMBER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,52.79,52.79
544472,ASSOCIATE INVESTIGATOR (NOT PR,DEPT OF CITYWIDE ADMIN SVCS,External,Administration & Human Resources,51079.0,58741.0
533323,ADMINISTRATIVE SUPERVISOR OF B,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",85000.0,95000.0
547376,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF BUILDINGS,Internal,"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",15.5,19.9
536549,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,External,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning",74650.0,109409.0
551655,CONFIDENTIAL STRATEGY PLANNER,TAXI & LIMOUSINE COMMISSION,Internal,"Communications & Intergovernmental Affairs Policy, Research & Analysis",54990.0,100812.0
550050,SUPERVISING HOUSING GROUNDSKEE,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,40065.0,65449.0
439392,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,External,Administration & Human Resources Social Services,40017.0,48744.0
493277,INDUSTRIAL HYGIENIST,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Public Safety, Inspections, & Enforcement",56041.0,75318.0
531036,COMMUNITY COORDINATOR,DEPT OF CITYWIDE ADMIN SVCS,Internal,Administration & Human Resources,54100.0,62215.0
541811,PROCUREMENT ANALYST,POLICE DEPARTMENT,External,"Finance, Accounting, & Procurement",50972.0,82730.0
531581,EMERGENCY PREPAREDNESS MANAGER,OFFICE OF EMERGENCY MANAGEMENT,Internal,Communications & Intergovernmental Affairs,85000.0,91000.0
266542,COMPUTER SYSTEMS MANAGER,NYC EMPLOYEES RETIREMENT SYS,Internal,"Technology, Data & Innovation",54643.0,150371.0
538558,ADMIN COMMUNITY RELATIONS SPEC,HRA/DEPT OF SOCIAL SERVICES,External,Administration & Human Resources Social Services,64749.0,90000.0
551221,ADM PROC ANAL-NM FRM M1-3,DEPT OF ENVIRONMENT PROTECTION,Internal,"Finance, Accounting, & Procurement",65232.0,130000.0
546689,CITY PLANNER,DEPARTMENT OF CITY PLANNING,Internal,Constituent Services & Community Programs,73294.0,85000.0
552456,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
442165,STATIONARY ENGINEER (ELECTRIC),DEPT OF ENVIRONMENT PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",501.92,501.92
442165,STATIONARY ENGINEER (ELECTRIC),DEPT OF ENVIRONMENT PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",501.92,501.92
549385,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Policy, Research & Analysis",57078.0,85646.0
540855,CITY RESEARCH SCIENTIST,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",75504.0,86830.0
489428,COMPUTER ASSOC (SOFTWARE),DEPT OF HEALTH/MENTAL HYGIENE,External,"Technology, Data & Innovation",66597.0,76587.0
242877,CLAIM SPECIALIST,LAW DEPARTMENT,Internal,Clerical & Administrative Support Legal,37492.0,59863.0
242877,CLAIM SPECIALIST,LAW DEPARTMENT,Internal,Clerical & Administrative Support Legal,37492.0,59863.0
531126,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,73579.0,153666.0
522852,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,External,Legal Affairs,75121.0,133040.0
